cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
484220,"Other specialized trucking, local",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4212,"Local Trucking, Without Storage",48
48423,"Other specialized trucking, long-distance",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
484230,"Other specialized trucking, long-distance",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4213,"Trucking, Except Local",48
485,Transit and ground passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4851,Urban transit systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48511,Urban transit systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485111,Mixed mode transit systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4111,Local and Suburban Transit,48
485112,Commuter rail systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4111,Local and Suburban Transit,48
485113,Bus and other motor vehicle transit systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4111,Local and Suburban Transit,48
485119,Other urban transit systems,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4111,Local and Suburban Transit,48
4852,Interurban and rural bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48521,Interurban and rural bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485210,Interurban and rural bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4131,Intercity and Rural Bus Transportation,48
4853,Taxi and limousine service,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48531,Taxi service,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485310,Taxi service,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4121,Taxicabs,48
48532,Limousine service,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485320,Limousine service,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4119,"Local Passenger Transportation, Nec",48
4854,School and employee bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48541,School and employee bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485410,School and employee bus transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4119,"Local Passenger Transportation, Nec",48
4855,Charter bus industry,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48551,Charter bus industry,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485510,Charter bus industry,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4141,Local Bus Charter Service,48
4859,Other ground passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48599,Other ground passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
485991,Special needs transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4119,"Local Passenger Transportation, Nec",48
485999,All other ground passenger transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4111,Local and Suburban Transit,48
486,Pipeline transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4861,Pipeline transportation of crude oil,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48611,Pipeline transportation of crude oil,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
486110,Pipeline transportation of crude oil,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4612,Crude Petroleum Pipelines,48
4862,Pipeline transportation of natural gas,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48621,Pipeline transportation of natural gas,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
486210,Pipeline transportation of natural gas,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4922,Natural Gas Transmission,48
4869,Other pipeline transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48691,Refined petroleum product pipeline transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
486910,Refined petroleum product pipeline transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4613,Refined Petroleum Pipelines,48
48699,All other pipeline transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
486990,All other pipeline transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4619,"Pipelines, Nec",48
487,Scenic and sightseeing transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4871,"Scenic and sightseeing transportation, land",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48711,"Scenic and sightseeing transportation, land",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
487110,"Scenic and sightseeing transportation, land",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4119,"Local Passenger Transportation, Nec",48
4872,"Scenic and sightseeing transportation, water",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48721,"Scenic and sightseeing transportation, water",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
487210,"Scenic and sightseeing transportation, water",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4489,Water Passenger Transportation,48
4879,"Scenic and sightseeing transportation, other",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48799,"Scenic and sightseeing transportation, other",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
487990,"Scenic and sightseeing transportation, other",Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4522,"Air Transportation, Nonscheduled",48
488,Support activities for transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
4881,Support activities for air transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48811,Airport operations,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488111,Air traffic control,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4581,"Airports, Flying Fields, and Services",48
49319,Other warehousing and storage,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,49
488119,Other airport operations,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4581,"Airports, Flying Fields, and Services",48
48819,Other support activities for air transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488190,Other support activities for air transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4581,"Airports, Flying Fields, and Services",48
4882,Support activities for rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48821,Support activities for rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488210,Support activities for rail transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4013,Switching and Terminal Services,48
4883,Support activities for water transportation,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
48831,Port and harbor operations,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488310,Port and harbor operations,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4491,Marine Cargo Handling,48
48832,Marine cargo handling,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488320,Marine cargo handling,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4491,Marine Cargo Handling,48
48833,Navigational services to shipping,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488330,Navigational services to shipping,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,4492,Towing and Tugboat Service,48
48839,Other support activities for water transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,,,48
488390,Other support activities for water transport.,Transportation and warehousing,"Trade, transportation, and utilities",Service-providing,3731,Shipbuilding and Repairing,48
